Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1476337573354213379,la nana quella vera,2021-12-29 23:41:21+00:00,0,produzione quando un nuovo passo a due tra Serena e Christian?  Amici21  Serena  Christian,#Amici21#Serena#Christian,3,0.0,Serena;Christian
1476334890253791242,Annarita De Chiara,2021-12-29 23:30:41+00:00,0,Vorrei vivere sulla🌛  Ammiraretutto  Alex  Amici21  musicaèvita 🖤 ,#Ammiraretutto#Alex#Amici21#musicaèvita,5,0.6369,
1476330709845426178,valeriacicerale,2021-12-29 23:14:04+00:00,0,ma lo volete un bel video di  alexwyse che suona il piano?  Amici21  ALEX,#alexwyse#Amici21#ALEX,3,0.0,
1476300318489075714,Dana e Arianna,2021-12-29 21:13:18+00:00,0,è così versatile da diventare pure un personaggio di harry potter  amici21  christian ,#amici21#christian,3,0.0,
1476289234176720901,Alexsupporter,2021-12-29 20:29:16+00:00,1,E delle stime anche stasera se ne vede l'ombra domani.Nel dubbio continuate a stremmare Sogni al cielo su Amazon music non solo su spotify premium perchè più di 10 stream a testa non li calcola amici21  alex  alexwyse  sognialcieloOro,#amici21#alex#alexwyse#sognialcieloOro,3,0.1779,
1476286764344037381,Julia782,2021-12-29 20:19:27+00:00,4,"Le recensioni, quelle belle 😍  ammiraretutto  Amici21  Alex 👏👏👏 Voto 8 🙋‍♀️ ",#ammiraretutto#Amici21#Alex,4,0.4588,
1476282189260201986,Recensiamo Musica,2021-12-29 20:01:16+00:00,4,Terzo giro d'inediti ad  Amici21 - Pagelle Sissi  Luigi  Alex  Nicol  Albe  LDA  Aisha  Rea ,#Amici21#Sissi#Luigi#Alex#Nicol#Albe#LDA#Aisha#Rea,3,0.0,Sissi;Albe;Rea;Aisha
1476282008863129601,Laram2🌻,2021-12-29 20:00:33+00:00,0,"Lui, lei, il plaid e i sorrisetti🤗🥰 amici21  alexwyse  cosmary ",#amici21#alexwyse#cosmary,5,0.8779,Alex
1476278040539844611,.mannaggia.,2021-12-29 19:44:47+00:00,1,"REGA DOBBIAMO SALIRE, STIAMO SCENDENDO CON GLI ASCOLTI SUSTREAM MURO. GIGI MERITA IL DISCO D’ORO  Amici21  amemici20  luigistrangis  Luigi  alexwyse  carolaeluigi  carolingi  caroligi",#Amici21#amemici20#luigistrangis#Luigi#alexwyse#carolaeluigi#carolingi#caroligi,3,0.0,Alex;Luigi;Carola
1476277963838607361,Alexsupporter,2021-12-29 19:44:29+00:00,1,Lasciate andare la playlist di sogni al cielo su amazon music! amici21  alex  sognialcieloORO,#amici21#alex#sognialcieloORO,4,0.2481,Alex
1476258092186746893,rumors_amici,2021-12-29 18:25:31+00:00,0,"Ecco il motivo per cui Crytical non era presente nelle ultime puntate di amici. Adesso da quello che sappiano Christian e Crytical stanno bene, invece Mattia, da quanto detto dalla mamma ha ancora un problema alla caviglia,  amici21  christianstefanelli  mattiazenzola  crytical ",#amici21#christianstefanelli#mattiazenzola#crytical,4,0.34,Crytical;Christian;Mattia
1476257113974448132,🎄💫🧑🏻‍🎄☃️🛷🧤🌌🧊,2021-12-29 18:21:38+00:00,2,"stortaro che all’inizio non voleva dare un banco a carola perché era già bravissima e non aveva da migliorare,ma ora la critica ad ogni esibizione; tiè stortaro beccate sta dea che scende direttamente dall’olimpo  amici21  carola ",#amici21#carola,3,0.0,Carola
1476256264460156935,Alexsupporter,2021-12-29 18:18:15+00:00,9,Ci sono un sacco di copie regalate che però NON sono state scaricate.Mi raccomando DOVETE SCARICARE altrimenti non vale come copia venduta. amici21  alex  sognialcieloORO,#amici21#alex#sognialcieloORO,3,0.0,Alex
1476254521139605505,Alexsupporter,2021-12-29 18:11:19+00:00,2,Io aspettando gli ascolti stasera amici21  alex  sognialcieloORO ,#amici21#alex#sognialcieloORO,3,0.0,Alex
1476252037314658310,LUISA Golden Hour 💛🧡,2021-12-29 18:01:27+00:00,0,Ma cosa ho visto e sentito scusate?😳  amici21  LDA ,#amici21#LDA,3,0.0,
1476249054854135809,Alexsupporter,2021-12-29 17:49:36+00:00,2,Dopo aver usufruito dei 10 ascolti su spotify premium passiamo ad Amazon music/ Apple music. AMICI21  alexwyse  alex  sognialcieloORO  attenzione ,#AMICI21#alexwyse#alex#sognialcieloORO#attenzione,3,0.1779,
1476243716826439684,Alexsupporter,2021-12-29 17:28:24+00:00,1,Si raga ma alex è sceso ancora di classifica. Speriamo vivamente di farcela amici21  alex  alexwyseLink per spotify premium ma dopo 10 ascolti circa passate a amazon music/apple music.  sognialcieloOro ,#amici21#alex#alexwyseLink#sognialcieloOro,3,0.1779,Alex
1476242134000877577,Aurora,2021-12-29 17:22:06+00:00,0,Comunque non ci siamo soffermati abbastanza su queste profondissime parole..💔❤   amici21  alex ,#amici21#alex,5,0.743,Alex
1476241286302732293,Erika Di Biasi,2021-12-29 17:18:44+00:00,1,Qui per ribadire quanto Carola sia stata brava in questa esibizione. È riuscita a catalizzare tutta l'attenzione dei suoi compagni e dei professori su di sé ✨IMMENSA👑❤️🌹  Carola  Amici21  caroligi ,#Carola#Amici21#caroligi,3,0.0,Carola
1476238773654593539,Alexsupporter,2021-12-29 17:08:45+00:00,1,Ragazzi usate questa playlist!!! amici21  alex  alexwyse  sognialcieloOro ,#amici21#alex#alexwyse#sognialcieloOro,3,0.0,Alex
1476238506561261575,le tue persone🤞🏻💚⭐,2021-12-29 17:07:41+00:00,0,"Abbiamo creato la playlist con le canzoni di Alex e Luigi con altre canoni di mezzo per poter  aiutare entrambi. Per cui se volete utilizzarla , usatela pure🤞🏻💚💪🏻 SognialcieloORO  Amici21  Luigi  Muro  luigistrangis  vivo  Partiròdazero  ammiraretutto ",#SognialcieloORO#Amici21#Luigi#Muro#luigistrangis#vivo#Partiròdazero#ammiraretutto,5,0.6369,Alex;Luigi
1476233647674077186,matti_e_chri,2021-12-29 16:48:23+00:00,0,"Come lavarsi le mani oggi, in tempo di Covid, ce lo spiega Matti 😅❤️  amici20  Amici21  amici  mattiazenzola  mattia   ",#amici20#Amici21#amici#mattiazenzola#mattia,4,0.3612,
