Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1471251839358324741,Amici21,2021-12-15 22:52:27+00:00,3,"Ma io come faccio a non essere sottona per questi due? Io li amo Maria, voglio vedere di più sulla loro amicizia.   Amici21  caroligi  alex  ",#Amici21#caroligi#alex,3,0.0,
1471245303022071809,just a girl,2021-12-15 22:26:29+00:00,0,per me è il modo in cui Alex c’è sempre per tutti❤️  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse ,#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse,3,0.0,Alex
1471244750795771904,just a girl,2021-12-15 22:24:17+00:00,0,X: “ma esiste l’amicizia tra maschio e femmina?”la produzione:  Amici21  Amicispoiler  amici  amici2021  Alex  alexwyse  cosmary ,#Amici21#Amicispoiler#amici#amici2021#Alex#alexwyse#cosmary,3,0.0,
1471244221046734852,just a girl,2021-12-15 22:22:11+00:00,0,Comunque anche io voglio essere guardata da un ragazzo cosìiiiii  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse  cosmary ,#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse#cosmary,3,0.0,Alex
1471244035205574660,just a girl,2021-12-15 22:21:27+00:00,0,"LE MANI, ALEX LE MANIIIIIII  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse  cosmary ",#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse#cosmary,3,0.0,Alex
1471243884407791616,just a girl,2021-12-15 22:20:51+00:00,0,ALEX MI SPEZZI 😂  Amici21  Amicispoiler  amici2021  amici  cosmary  Alex  alexwyse ,#Amici21#Amicispoiler#amici2021#amici#cosmary#Alex#alexwyse,4,0.4404,Alex
1471243500058550275,Alessia,2021-12-15 22:19:19+00:00,1,Amore mio ❤️❤️❤️per noi sei e sarai sempre tu il nostro vincitore🥰🥰ricordo sempre la tua versione con barre brividi ogni volta sempre di più per cio che ci dai❤️❤️❤️ ti vogliamo un mondo di bene ❤️❤️❤️  stream  scusa  LDA  amici21 ,#stream#scusa#LDA#amici21,5,0.8834,
1471243445209604104,just a girl,2021-12-15 22:19:06+00:00,0,Cosmary: “Voglio le fette biscottate integrali.”Alex sempre più shokkobasito.  Amici21  Amicispoiler  amici2021  amici  cosmary  Alex  alexwyse ,#Amici21#Amicispoiler#amici2021#amici#cosmary#Alex#alexwyse,3,0.0,Cosmary
1471243179714387969,just a girl,2021-12-15 22:18:03+00:00,0,Cosmary che vive il sogno di tutte comunque  Alex  alexwyse  cosmary  Amici21  Amicispoiler  amici2021  amici ,#Alex#alexwyse#cosmary#Amici21#Amicispoiler#amici2021#amici,3,0.0,Cosmary;Alex
1471242966693986308,just a girl,2021-12-15 22:17:12+00:00,0,VI PREGO AHAHA.  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse  cosmary ,#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse#cosmary,3,0.0,Alex
1471242769637253120,just a girl,2021-12-15 22:16:25+00:00,0,Cosmary abbraccia Alex.Alex quando se n’è andata AHAHAH. Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse  cosmary ,#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse#cosmary,3,0.0,Cosmary;Alex
1471242504993480704,just a girl,2021-12-15 22:15:22+00:00,0,"comunque potete dire tutto quello che volete a Cosmary, ma grazie a lei oggi abbiamo avuto un daytime con Alex che sorride sempre e che racconta la sua storia🙌🏼  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse  cosmary ",#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse#cosmary,2,-0.4588,Cosmary;Alex
1471242026322743304,just a girl,2021-12-15 22:13:28+00:00,0,e comunque sa fare anche il verso dei pettirossi. c’è qualcosa che non sa fare?  Amici21  Amicispoiler  amici2021  amici  Alex  alexwyse ,#Amici21#Amicispoiler#amici2021#amici#Alex#alexwyse,3,0.0,Alex
