Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1471992493260607488,dylner,2021-12-17 23:55:33+00:00,5,"io in un mondo di socializzazione e apertura al genere umano, sono mattia  Amici21  mattia ",#Amici21#mattia,3,0.0,Mattia
1471991375038189568,Carmen☀️,2021-12-17 23:51:06+00:00,1,FRAME PREFERITO DELLA GIORNATA✨  AMICI21  Christian ,#AMICI21#Christian,4,0.3182,Christian
1471984179168559110,Giovanna Cerrato,2021-12-17 23:22:31+00:00,1,Io come Luca nella vita 😂😂😂😂😂   LDA  Amici21 ,#LDA#Amici21,5,0.926,
1471982225205911561,Hirsia,2021-12-17 23:14:45+00:00,0,Ragaaaa c'è la faccia di gigi sulle storie della ferragni  luigi  caroligi  Amici21 ,#luigi#caroligi#Amici21,3,0.0,Luigi
1471978767493087232,marimar,2021-12-17 23:01:00+00:00,0,"OK con questo day time di oggi ho capito che Alex è capace di cantare le canzoni dei sui amici .... ma.. i suoi amici sono capaci vocalmente di cantare le canzoni di Alex ??? (Non cerco di sminuire a nessuno, pero siamo oggettivi). Alex  Amici21  ammiraretutto  alexWystar",#Alex#Amici21#ammiraretutto#alexWystar,4,0.5382,Alex
1471977990502457353,marimar,2021-12-17 22:57:55+00:00,0,"Esatto! ❤️ lui non è una moda passeggera , è una arte che rimane nel tempo, nel cuore delle persone che lo capiscono 🥺⭐️ amici2021  Amici21  ammiraretutto  Alex  alexWystar ",#amici2021#Amici21#ammiraretutto#Alex#alexWystar,3,0.0,
1471971754780372994,Simòne,2021-12-17 22:33:08+00:00,0,"MOLTE OCHE NON ERANO ANCORA NATE, QUESTO ERA IL VERO AMICI !  AMICI21    MARIAHCAREY   AISHA ",#AMICI21#MARIAHCAREY#AISHA,3,0.0,Aisha
1471964488081494030,Chissà 🤷🏻‍♀️,2021-12-17 22:04:16+00:00,0,Vaii scrivete su questooo   carolapromisemuori  amici21  Carola  Luigi  Muori  caroligi  17dicembre ,#carolapromisemuori#amici21#Carola#Luigi#Muori#caroligi#17dicembre,3,0.0,
1471951060961013760,em;,2021-12-17 21:10:55+00:00,0,io che entro su twitter tranquillamente poi vedo che c’è una ragazza che mi insulta 🙂 ragazzi il mio twitter di prima era ironico  Amici21  caroligi  Mattia  Carola,#Amici21#caroligi#Mattia#Carola,4,0.4033,Carola;Mattia
1471949431482339331,Albe Fanclub 🌄,2021-12-17 21:04:26+00:00,3,🚨 LINK 🚨Per streammare la canzone su Spotify:  compare una copia della canzone su Apple Music:  Albe  Amici21 ,#Albe#Amici21,3,0.0,
1471948926563635202,Albe Fanclub 🌄,2021-12-17 21:02:26+00:00,2,Per fargli raggiungere prima questo obiettivo lasciamo in loop la canzone su Spotify e compriamo una copia di essa su Apple Music. 📀 Albe  Amici21,#Albe#Amici21,3,0.0,Albe
