Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1470520791687180296,Flavia Gufetta,2021-12-13 22:27:32+00:00,1,È praticamente un disco vivente che live diventa ancora più intenso.Impressionante Alex Amici21 ,#Alex#Amici21#,3,0.0,Alex
1470517702204829700,Julia782,2021-12-13 22:15:15+00:00,3, Amici21  Alex 😍Pensate che              se sapesseSorriso gli                     questo Verrebbe                      👇👇👇 ,#Amici21#Alex,4,0.4588,Alex
1470513495015895045,✨Alex Era✨,2021-12-13 21:58:32+00:00,9,"Dato che non so mai se ascoltare la versione live o registrata, ho fatto un po' un misto tra le due 🥰Enjoy this guy's talent alex  amici21  ammiraretutto ",#alex#amici21#ammiraretutto,5,0.7003,Alex
1470511405988204544,Emma Jadeland,2021-12-13 21:50:14+00:00,0,"Commento poco e nulla, ma questa ragazza speciale merita davvero! 💖  Amici21  Carola ",#Amici21#Carola,5,0.7712,
1470505862707957771,andra ossessionata con amici,2021-12-13 21:28:13+00:00,1,raga comunque luca è il piu socievole e carino con il pubblico tra tutti. nella pubblicità ma anche all’inizio e alla fine ha salutato sempre tutti 300 volte e cantato insieme a tutti. mi aspettavo fosse carino con noi ma non così tanto. è davvero un amore  amici21  amici20  LDA,#amici21#amici20#LDA,4,0.4939,
1470504927562768392,Alexsupporter,2021-12-13 21:24:30+00:00,1,Ammirarti. amici21  alex ,#amici21#alex,3,0.0,Alex
1470499854711504904,Elena De Panicis,2021-12-13 21:04:20+00:00,0,Siamo tutti un po’ Alex wyse lol 😂  Alex  Amici21 ,#Alex#Amici21,5,0.6908,Alex
1470482776495431684,nellavitaprendosolopali,2021-12-13 19:56:28+00:00,2,Stream  a questo gioiellino qui  Amici21  LDA ,#Amici21#LDA,3,0.0,Rea
1470479748736462849,nellavitaprendosolopali,2021-12-13 19:44:26+00:00,3,OGGI VOGLIO RICORDARE QUESTA FOTO PERCHÉ MERITA  Amici21  LDA ,#Amici21#LDA,3,0.0,
1470478915110121476,Wendy💫🤍💜 || MV33 WORLD CHAMPION🦁🧡,2021-12-13 19:41:08+00:00,6,"Non le mie compagne di corso che vedono amici e indovinate chi tifano? EBBENE SI PROPRIO LORO Mattia e Christian, crick e crick perché ""sono bellissimi e magici quando ballano""  AMICI21  Mattia  Christian ",#AMICI21#Mattia#Christian,3,0.0,Mattia;Christian
1470472078134497289,patry｜aspettando il 🍋carolingio,2021-12-13 19:13:58+00:00,1,HO TROVATO LA CANZONE DEI CAROLIGI  Amici21  Caroligi  Carola  Carolaeluigi ,#Amici21#Caroligi#Carola#Carolaeluigi,3,0.0,Luigi;Carola
1470470479010050059,Unnomenonancorainuso,2021-12-13 19:07:36+00:00,4,Comunque Javi e Gigi Certezze  luigi  amici21  caroligi ,#luigi#amici21#caroligi,3,0.0,
1470464876111876096,marimar,2021-12-13 18:45:21+00:00,0,Che belleza 🤧❤️❤️❤️❤️Alex sei parte di una famiglia meravigliosa che adesso è ancora più grande ⭐️ Amici21  amici  ammiraretutto  Alex ,#Amici21#amici#ammiraretutto#Alex,3,0.0,
1470462990315143175,marimar,2021-12-13 18:37:51+00:00,0,Alex è verità 👏🏽👏🏽👏🏽👏🏽 Alex  ammiraretutto  Amici21  Amicispoiler ,#Alex#ammiraretutto#Amici21#Amicispoiler,3,0.0,Alex
1470457959356456970,.mannaggia.,2021-12-13 18:17:51+00:00,0,quel maledetto mezzo sorriso 🤰🏽  Amici21  Amicispoiler  Luigi  luigistrangis  caroligi ,#Amici21#Amicispoiler#Luigi#luigistrangis#caroligi,3,0.0,
1470457323235811331,Alba,2021-12-13 18:15:20+00:00,0,Ma Alex e la ragazza non si seguono più su Instagram 🥺  Alex  AMICI21,#Alex#AMICI21,3,0.0,Alex
1470456084322295817,C✨,2021-12-13 18:10:24+00:00,0,"Sono passati solo 8 giorni all'uscita del maestro, e mi manca come l'aria, si sente un botto la sua mancanza (per me) 🥺💔  Guido  Amici21 ",#Guido#Amici21,4,0.2732,
1470455606200963075,Alexsupporter,2021-12-13 18:08:30+00:00,0,A quante copie acquistate siamo con Sogni al cielo? amici21  alex,#amici21#alex,3,0.0,
1470453503143391238,aurora guidi,2021-12-13 18:00:09+00:00,1,"non c’è bisogno di aggiungere altro, queste foto ritraggono alex con la sua ex rue, serena e rosmarino.. lascio giudicare a voi  Amici21  Alex ",#Amici21#Alex,3,0.0,Alex;Serena
