Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1470178693641347080,MissClois86,2021-12-12 23:48:09+00:00,0, Amicispoiler  Amici21  Alex*Tweet muto* ascoltate solo le sue canzoni please... ,#Amicispoiler#Amici21#Alex*Tweet,4,0.3182,
1470176470853201922,𝓔𝓵𝓮𝓸𝓷𝓸𝓻𝓪 • •,2021-12-12 23:39:19+00:00,0,Non sto piangendo mi è entrato un Alex negli occhi 😍😍😍  amici21  alex ,#amici21#alex,5,0.8402,Alex
1470176051124969479,Lucelettra,2021-12-12 23:37:39+00:00,0," Amici21  carola CAROLA e LUIGI x me sono e saranno solo amici e qst x volontà di Luigi. Quindi C può esserci x lui in 1000 modi ma senza mire, anzi guardandosi giustamente intorno alla grande come forse sta facendo.. x rendersi conto che vale molto di + quanto di crede💙💛❤💜💚 ",#Amici21#carola,5,0.9719,Carola;Luigi
1470173402027728906,Flavia Gufetta,2021-12-12 23:27:08+00:00,1,"Ma il testo della seconda strofa, ne vogliamo parlare? Alex Amici21",#Alex#Amici21,3,0.0,Alex
1470173325875982338,🍃serena,2021-12-12 23:26:50+00:00,0," Amici21  Alex sei arte, grazie ☁️ ",#Amici21#Alex,3,0.0,
1470170947114217477,marimar,2021-12-12 23:17:22+00:00,0,Ascoltate tutti questo diamante ❤️  Alex  AMICI21  Amicispoilers ,#Alex#AMICI21#Amicispoilers,3,0.0,Alex
1470170053932986368,Elena De Panicis,2021-12-12 23:13:49+00:00,0,NON STO PIANGENDO MI È ENTRATO UN ARCOBALENO NEGLI OCCHI  Amici21  Alex,#Amici21#Alex,3,0.0,
1470168344028397573,serena,2021-12-12 23:07:02+00:00,0,"È stato bello, ora ho da fare. Buonanotte 💙  alex  Amici21 ",#alex#Amici21,5,0.6369,Alex
1470168262931529735,higher ground,2021-12-12 23:06:42+00:00,0,"Raga non vi preoccupate se  Mattia e  Christian sono influenzati e saranno assenti nella prossima puntata, è solo perché loro a differenza di Dario SCOPANO IN CAMERA, OK??? 🤭🤭🤭  AMICI21",#Mattia#Christian#AMICI21,5,0.879,Christian;Dario
1470167766015655944,marimar,2021-12-12 23:04:44+00:00,0,Ho apena sentirò il nuovo inedito di Alex .... è bellísimo!!!😭❤️❤️❤️❤️Grazie Alex per regalarci arte ⭐️ Alex  AMICI21  Amicispoilers,#Alex#AMICI21#Amicispoilers,1,-0.6093,Alex
