Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1468244563701739520,Alessandra🥀,2021-12-07 15:42:37+00:00,0,bello pure in versione Cenerentolo con il nervoso  Amici21  Christian  christianstefanelli ,#Amici21#Christian#christianstefanelli,3,0.0,Christian
1468243397618159625,Jade,2021-12-07 15:37:59+00:00,0,Ma non possono dormire sti due?😂 Amici21  carolingi  luigi ,#Amici21#carolingi#luigi,4,0.4404,
1468243144122773518,giu🧃:),2021-12-07 15:36:58+00:00,1,rara foto di Luca e Alex  Amici21  Alex  LDA ,#Amici21#Alex#LDA,3,0.0,Alex
1468242033143910402,Antonio_teddy🧸,2021-12-07 15:32:33+00:00,0,Io come  Aisha Aisha difronte a tutto questo Phatos  gc  Amici21 Amando.,#Aisha#gc#Amici21,3,0.0,Aisha
1468241752825937930,✨_anny_100✨,2021-12-07 15:31:27+00:00,2,"Luca fin troppo educato, dovrebbe cacciare un po' di cazzimma e agire come fa Alex, a prescindere dall'amicizia, le cose si dicono. Luca parla quando le cose non vanno bene, il cazziatone e l'umiliazione sono state fatte a te per responsabilità non tue. amici21  LDA",#amici21#LDA,3,0.0,Alex
1468240915382915083,Antonio_teddy🧸,2021-12-07 15:28:07+00:00,6, Luigi ha sentenziato e tutti muti.  gc  Amici21,#Luigi#gc#Amici21,4,0.34,Luigi
1468240514973638672,Rose🌹,2021-12-07 15:26:32+00:00,0,Ma che arrivi dopo  Albe...  amici21 ,#Albe...#amici21,3,0.0,Albe
1468239126759628802,Lea Green,2021-12-07 15:21:01+00:00,7,Ma perché gli mettono in bocca parole che non ha detto...  Amici21  Christian  Mattia ,#Amici21#Christian#Mattia,4,0.34,Christian;Mattia
1468237159131922446,Claudia,2021-12-07 15:13:11+00:00,0," Alex pure da "" arrabbiato "" è pacatissimo  Amici21 ",#Alex#Amici21,3,0.0,Alex
1468236232903868430,Claudia,2021-12-07 15:09:31+00:00,0,Io che aspetto              La vitauna gioia  Amici21 Alex                   christian ,#Amici21#Alex#christian#,3,0.0,Alex;Christian
1468234570545913857,Giulia0328,2021-12-07 15:02:54+00:00,0,"Fatemi sapere cosa ne pensate. Io personalmente non so tutte le caratteristiche che debba avere per funzionare, ma se qualcuno potesse realizzarla potremmo utilizzarla.  Amici21  caroligi  alex ",#Amici21#caroligi#alex,3,0.0,
1468231651058663427,🩰🎀💌💓🌷👻🫀👩🏻‍❤️‍💋‍👨🏼🦩♍️,2021-12-07 14:51:18+00:00,2,"tra poco c’è il day time, pronta a difendere alex a costo della mia stessa vita   Amici21  alex ",#Amici21#alex,2,-0.296,Alex
1468227213296287750,marimar,2021-12-07 14:33:40+00:00,3,"Qua si vede come il al publico li importe quello che dica Alex , perché sanno che parla poco pero quando lo fa e onesto, diretto è vero ❤️ Amicispoiler  Alex  AMICI21  amici20  Amici ",#Amicispoiler#Alex#AMICI21#amici20#Amici,3,0.0,Alex
1468222033800671235,Claudia,2021-12-07 14:13:05+00:00,1,Amando sempre di più tutto ciò  Amici21 LDA LuigiStrangis  Nicol ,#Amici21#LDA#LuigiStrangis#Nicol#,3,0.0,Luigi
1468219970018590722,m made this 📁,2021-12-07 14:04:53+00:00,1,Carola x Sissi x Serena fancam; Amici21  Amicispoiler  carola  serena  sissi  caroligi  amici20 edit streams ,#Amici21#Amicispoiler#carola#serena#sissi#caroligi#amici20,3,0.0,Sissi;Serena;Carola
1468214788127875075,MissClois86,2021-12-07 13:44:18+00:00,0,Maestro... 😎😎😎 AMICI21  Maestro  Guido  ,#AMICI21#Maestro#Guido,5,0.8402,
1468211237356204034,Rosalia Rosato,2021-12-07 13:30:11+00:00,1,Ritwitto perché l’ho scritto alle 2 di notte e non ha avuto l’attenzione che meritava. amici  AMICI21  cosmary  virginia  celentano ,#amici#AMICI21#cosmary#virginia#celentano,4,0.34,
1468207218487091201,RP 🙋🏼‍♀️,2021-12-07 13:14:13+00:00,0,In loop “scusa” di  Lda …  amici21,#Lda#amici21,3,0.0,
1468204724004532237,Annarita De Chiara,2021-12-07 13:04:18+00:00,0,Io che aspetto il nuovo inedito di  ⭐   alexwyse  Alex  Amici21 ,#alexwyse#Alex#Amici21,3,0.0,
1468203566468894723,Barchiexjiara,2021-12-07 12:59:42+00:00,1,Quando succederà questo plot twist assurdo then what? Looolll ahahahah  Amici21  Alex  Serena ,#Amici21#Alex#Serena,3,0.0,Alex;Serena
