Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,0
Liner,0,0,0,0,0
Alex,1,4,31,6,6
Sissi,0,0,0,0,0
Luigi,0,0,5,0,4
LDA,0,0,0,0,0
Albe,0,0,0,0,1
Nicole,0,0,0,0,0
Rea,0,0,3,0,1
Aisha,0,0,0,0,0
Elena,0,1,0,0,2
Cosmary,0,2,16,3,1
Dario,0,0,0,0,0
Serena,0,0,4,2,0
Carola,0,0,1,2,3
Christian,0,0,4,4,1
Mattia,0,0,5,4,1
