Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,1,0,2,0,0
Liner,0,0,0,0,0
Alex,1,2,11,8,1
Sissi,0,1,3,0,0
Luigi,0,1,6,1,0
LDA,0,0,4,1,0
Albe,0,0,6,1,0
Nicole,0,0,1,0,0
Rea,0,0,12,3,0
Aisha,0,0,2,0,0
Elena,0,0,1,0,0
Cosmary,0,1,1,0,1
Dario,0,0,0,0,0
Serena,0,0,2,0,0
Carola,0,0,4,1,0
Christian,2,0,12,0,1
Mattia,2,1,7,0,1
