Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,1
Liner,0,0,0,0,0
Alex,1,1,16,5,4
Sissi,0,0,0,0,0
Luigi,0,0,5,2,4
LDA,0,0,4,0,0
Albe,0,0,3,0,1
Nicole,0,0,0,0,0
Rea,0,0,0,1,0
Aisha,0,0,0,0,0
Elena,0,0,0,0,0
Cosmary,0,0,0,1,0
Dario,0,0,1,0,1
Serena,0,0,1,0,0
Carola,0,0,7,1,2
Christian,0,1,8,1,8
Mattia,0,1,8,1,8
