Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,1,0,0
Liner,0,0,0,0,0
Alex,1,1,14,2,1
Sissi,0,0,1,0,0
Luigi,0,0,11,3,3
LDA,0,0,5,0,0
Albe,0,0,1,0,0
Nicole,0,0,0,0,0
Rea,0,1,2,0,0
Aisha,0,1,4,1,0
Elena,0,0,0,0,0
Cosmary,0,0,1,0,0
Dario,0,0,1,0,0
Serena,0,0,2,1,0
Carola,0,0,4,0,2
Christian,1,2,5,3,2
Mattia,1,2,6,2,2
