Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Alex,0,2,12,5,2
Sissi,0,0,1,0,0
Luigi,0,0,2,2,1
LDA,0,0,1,0,1
Albe,0,0,0,0,0
Tommaso,0,0,0,0,0
Nicol,0,0,0,0,0
Rea,0,0,1,0,0
Aisha,0,0,0,0,0
Elena,0,0,4,0,0
Guido,0,0,1,0,0
Dario,0,0,1,0,0
Serena,0,0,1,0,1
Carola,1,1,7,3,3
Christian,0,2,2,1,4
Mattia,0,3,7,3,4
Virginia,0,0,0,0,0
