Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,1,1,0
Liner,0,0,0,0,0
Alex,0,1,19,6,11
Sissi,0,0,1,1,0
Luigi,0,0,2,1,1
LDA,0,0,0,1,0
Albe,0,0,1,0,0
Nicole,0,0,0,0,0
Rea,0,0,2,2,0
Aisha,0,0,0,1,0
Elena,0,0,0,1,0
Cosmary,0,0,1,1,0
Dario,0,0,1,1,0
Serena,0,0,1,0,1
Carola,0,0,1,2,1
Christian,0,0,9,2,2
Mattia,0,0,7,1,1
