Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,0
Liner,0,0,0,0,0
Alex,1,3,6,6,2
Sissi,0,0,1,1,0
Luigi,1,2,11,2,4
LDA,0,0,1,0,1
Albe,0,0,3,1,0
Nicole,0,0,0,1,0
Rea,0,0,4,0,0
Aisha,0,0,0,0,0
Elena,0,0,5,0,1
Cosmary,0,0,1,0,0
Dario,0,0,1,0,1
Serena,0,0,3,1,0
Carola,0,2,9,4,5
Christian,0,0,4,0,0
Mattia,0,0,4,0,2
