Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,0
Liner,0,0,0,0,0
Alex,1,0,13,2,2
Sissi,0,0,1,0,0
Luigi,0,0,5,1,3
LDA,0,0,5,1,0
Albe,0,0,4,1,1
Nicole,0,0,0,0,0
Rea,0,0,2,0,3
Aisha,0,0,0,0,0
Elena,0,0,4,0,0
Cosmary,0,0,1,0,0
Dario,0,0,1,0,0
Serena,0,0,1,0,0
Carola,1,0,3,0,1
Christian,0,0,6,4,4
Mattia,0,1,5,3,3
