Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Alex,0,0,12,1,1
Sissi,0,1,0,0,0
Luigi,0,0,4,0,1
LDA,0,0,1,0,0
Albe,0,0,1,0,0
Tommaso,0,0,0,0,0
Nicol,0,1,1,0,0
Rea,0,0,1,0,0
Aisha,0,1,2,0,0
Elena,0,0,0,0,0
Guido,0,2,7,0,0
Dario,0,0,1,0,1
Serena,0,0,2,0,0
Carola,0,0,1,3,2
Christian,1,1,16,4,1
Mattia,0,2,4,1,2
Virginia,0,0,1,0,0
