Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,0
Liner,0,0,0,0,0
Alex,0,1,3,1,1
Sissi,0,0,2,1,1
Luigi,0,0,10,2,0
LDA,0,0,1,0,0
Albe,0,0,2,1,0
Nicole,0,0,0,0,0
Rea,0,2,6,0,3
Aisha,0,0,0,0,0
Elena,0,0,0,0,0
Cosmary,0,0,0,2,0
Dario,0,0,0,0,0
Serena,0,0,0,0,0
Carola,0,0,3,1,2
Christian,0,1,5,2,2
Mattia,0,1,2,1,2
