Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,0,0,0
Liner,0,0,0,0,0
Alex,0,2,15,4,1
Sissi,0,0,1,2,0
Luigi,0,0,7,2,4
LDA,0,0,4,1,2
Albe,0,0,2,0,1
Nicole,0,0,0,0,0
Rea,0,0,1,1,2
Aisha,0,0,1,0,1
Elena,0,0,1,0,0
Cosmary,0,1,0,0,0
Dario,0,0,0,0,0
Serena,0,0,2,0,0
Carola,0,0,1,0,1
Christian,1,2,8,1,1
Mattia,1,1,5,1,1
