Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,1,0,0
Liner,0,0,0,0,0
Alex,0,0,13,1,3
Sissi,0,0,0,0,0
Luigi,0,0,4,1,1
LDA,0,0,3,0,0
Albe,0,0,1,0,0
Nicole,0,0,0,0,0
Rea,0,0,0,0,0
Aisha,0,0,1,0,0
Elena,0,0,1,0,0
Cosmary,0,0,7,1,1
Dario,0,1,3,2,2
Serena,0,0,4,0,0
Carola,0,1,11,2,3
Christian,0,0,4,3,4
Mattia,0,2,5,1,1
