Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,0,1,0,0
Liner,0,0,0,0,0
Alex,0,4,14,1,3
Sissi,0,1,1,1,0
Luigi,2,2,6,0,4
LDA,0,0,1,1,0
Albe,0,0,2,0,1
Nicole,0,0,0,0,1
Rea,0,0,2,0,0
Aisha,0,0,0,0,0
Elena,0,0,1,0,2
Cosmary,0,0,0,1,0
Dario,0,0,1,0,1
Serena,0,0,1,0,0
Carola,0,0,8,7,2
Christian,0,0,7,1,3
Mattia,0,0,4,2,3
