Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Crytical,0,1,0,0,0
Liner,0,0,0,0,0
Alex,0,3,21,6,2
Sissi,0,0,1,0,0
Luigi,0,1,4,0,0
LDA,0,0,0,2,0
Albe,0,0,2,0,0
Nicole,0,0,0,1,0
Rea,0,1,4,2,1
Aisha,0,0,0,0,0
Elena,0,0,0,0,0
Cosmary,0,0,0,1,0
Dario,0,0,0,0,0
Serena,0,0,0,0,0
Carola,0,0,1,1,0
Christian,0,2,0,1,0
Mattia,0,2,1,0,0
