Name_concorrente,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo
Alex,0,0,2,2,0
Sissi,0,0,6,0,2
Luigi,0,0,2,0,3
LDA,0,0,0,0,0
Albe,0,0,0,0,0
Tommaso,0,1,0,0,0
Nicol,0,0,1,0,0
Rea,0,0,3,0,0
Aisha,0,0,0,0,0
Elena,0,0,0,0,0
Guido,1,3,4,0,0
Dario,0,0,7,1,3
Serena,0,1,1,0,0
Carola,1,1,4,3,6
Christian,0,1,11,6,0
Mattia,0,2,6,2,3
Virginia,1,0,2,0,0
